song,artist,uri,id,track_href,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters
Jai Ho! (You Are My Destiny),The Pussycat Dolls,spotify:track:1domCrjxwdTsPWqVn2Ivc0,1domCrjxwdTsPWqVn2Ivc0,https://api.spotify.com/v1/tracks/1domCrjxwdTsPWqVn2Ivc0,0.66,0.936,-3.931,0.0624,0.0531,2.46e-06,0.082,0.908,136.19,222413,4
Don't Hold Your Breath,Nicole Scherzinger,spotify:track:7pAq1IXYZpL42HchCminu6,7pAq1IXYZpL42HchCminu6,https://api.spotify.com/v1/tracks/7pAq1IXYZpL42HchCminu6,0.66,0.797,-6.096,0.0262,0.00646,0.000108,0.187,0.674,110.955,197440,4
When I Grow Up,The Pussycat Dolls,spotify:track:7hFXQCDPgHhZQrC3vSM1o4,7hFXQCDPgHhZQrC3vSM1o4,https://api.spotify.com/v1/tracks/7hFXQCDPgHhZQrC3vSM1o4,0.686,0.681,-5.761,0.0471,0.00185,0.0,0.395,0.366,118.472,245680,6
I Gotta Feeling,Black Eyed Peas,spotify:track:4vp2J1l5RD4gMZwGFLfRAu,4vp2J1l5RD4gMZwGFLfRAu,https://api.spotify.com/v1/tracks/4vp2J1l5RD4gMZwGFLfRAu,0.743,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,6
Halo,Beyoncé,spotify:track:4JehYebiI9JE8sR8MisGVb,4JehYebiI9JE8sR8MisGVb,https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb,0.508,0.72,-5.908,0.0628,0.272,0.0,0.0563,0.472,79.983,261640,3
Cry Me a River,Justin Timberlake,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,7Lf7oSEVdzZqTA0kEDSlS5,https://api.spotify.com/v1/tracks/7Lf7oSEVdzZqTA0kEDSlS5,0.624,0.654,-6.582,0.183,0.577,0.0,0.104,0.564,73.898,288333,3
"You're Gonna Go Far, Kid",The Offspring,spotify:track:1FMm3wG5WOhi7js35KR7Ea,1FMm3wG5WOhi7js35KR7Ea,https://api.spotify.com/v1/tracks/1FMm3wG5WOhi7js35KR7Ea,0.55,0.918,-3.159,0.0682,0.00466,0.0,0.206,0.563,126.083,177827,5
So What,P!nk,spotify:track:6qYGUxPjQt5PJtWdiNppZx,6qYGUxPjQt5PJtWdiNppZx,https://api.spotify.com/v1/tracks/6qYGUxPjQt5PJtWdiNppZx,0.535,0.887,-3.106,0.0449,0.000304,2.23e-06,0.257,0.445,126.01,215160,5
"Whenever, Wherever",Shakira,spotify:track:0RJWhctsc1G1Hg3Ov2th7x,0RJWhctsc1G1Hg3Ov2th7x,https://api.spotify.com/v1/tracks/0RJWhctsc1G1Hg3Ov2th7x,0.793,0.831,-4.861,0.0405,0.264,7.03e-06,0.207,0.865,107.645,197027,4
Bleeding Love,Leona Lewis,spotify:track:7wZUrN8oemZfsEd1CGkbXE,7wZUrN8oemZfsEd1CGkbXE,https://api.spotify.com/v1/tracks/7wZUrN8oemZfsEd1CGkbXE,0.638,0.656,-5.886,0.0357,0.188,0.0,0.146,0.225,104.036,262467,3
Milkshake,Kelis,spotify:track:2cMTIlktg3M9mXYqCPqw1J,2cMTIlktg3M9mXYqCPqw1J,https://api.spotify.com/v1/tracks/2cMTIlktg3M9mXYqCPqw1J,0.881,0.774,-6.068,0.0439,0.00986,0.0346,0.206,0.759,112.968,182627,4
Stronger (What Doesn't Kill You),Kelly Clarkson,spotify:track:35a4Kzyo9XY4FI9FaSIzzF,35a4Kzyo9XY4FI9FaSIzzF,https://api.spotify.com/v1/tracks/35a4Kzyo9XY4FI9FaSIzzF,0.555,0.923,-5.908,0.0482,0.0411,0.0,0.112,0.682,116.012,221920,4
Say OK,Vanessa Hudgens,spotify:track:5cfPxiul0cdhPYD2uzuQSg,5cfPxiul0cdhPYD2uzuQSg,https://api.spotify.com/v1/tracks/5cfPxiul0cdhPYD2uzuQSg,0.471,0.696,-7.176,0.0468,0.00673,0.000955,0.0884,0.543,125.026,223867,5
Lovesick,Emily Osment,spotify:track:2w55BLEMG97Smym2V6itnx,2w55BLEMG97Smym2V6itnx,https://api.spotify.com/v1/tracks/2w55BLEMG97Smym2V6itnx,0.611,0.715,-5.621,0.0604,0.00414,0.0,0.353,0.784,129.88,204813,6
Wherever I Go,Hannah Montana,spotify:track:3lWEKwBNo9IbE9pdKC5NU6,3lWEKwBNo9IbE9pdKC5NU6,https://api.spotify.com/v1/tracks/3lWEKwBNo9IbE9pdKC5NU6,0.538,0.621,-3.358,0.027,0.0383,0.0,0.0976,0.372,79.024,212853,3
I'll Always Remember You,Hannah Montana,spotify:track:0tldYKX9sQsDs41lJxdcp8,0tldYKX9sQsDs41lJxdcp8,https://api.spotify.com/v1/tracks/0tldYKX9sQsDs41lJxdcp8,0.418,0.721,-2.736,0.0385,0.0485,0.0,0.0986,0.234,144.06,233467,5
A Year Without Rain,Selena Gomez & The Scene,spotify:track:0lYS1tJg3r6ATe9bRPB0Hu,0lYS1tJg3r6ATe9bRPB0Hu,https://api.spotify.com/v1/tracks/0lYS1tJg3r6ATe9bRPB0Hu,0.627,0.81,-5.296,0.0431,0.0125,3.09e-05,0.111,0.409,119.98,234347,3
Beauty And A Beat,Justin Bieber,spotify:track:0KTsmr6JOuhxZuiXUha1xC,0KTsmr6JOuhxZuiXUha1xC,https://api.spotify.com/v1/tracks/0KTsmr6JOuhxZuiXUha1xC,0.601,0.845,-4.711,0.0653,0.00116,0.0001,0.0653,0.662,127.97,227987,4
International Love (feat. Chris Brown),Pitbull,spotify:track:62zFEHfAYl5kdHYOivj4BC,62zFEHfAYl5kdHYOivj4BC,https://api.spotify.com/v1/tracks/62zFEHfAYl5kdHYOivj4BC,0.67,0.855,-3.035,0.0499,0.0124,0.0,0.335,0.648,120.05,227280,6
Clouds (feat. A.J. McLean),Redrama,spotify:track:1RK5DiXAYnRZk1fEjnytdp,1RK5DiXAYnRZk1fEjnytdp,https://api.spotify.com/v1/tracks/1RK5DiXAYnRZk1fEjnytdp,0.772,0.851,-4.343,0.09,0.0149,0.0,0.136,0.27,91.034,232013,3
Turn Me On (feat. Nicki Minaj),David Guetta,spotify:track:6T27IN7Ai94BeDv6PPCmoC,6T27IN7Ai94BeDv6PPCmoC,https://api.spotify.com/v1/tracks/6T27IN7Ai94BeDv6PPCmoC,0.704,0.793,-2.266,0.0591,0.0488,0.0,0.575,0.412,127.96,199680,6
Sweat (Snoop Dogg vs. David Guetta) - David Guetta Remix,David Guetta,spotify:track:7LpT54RUvN0IvDGIxiwHwS,7LpT54RUvN0IvDGIxiwHwS,https://api.spotify.com/v1/tracks/7LpT54RUvN0IvDGIxiwHwS,0.822,0.749,-5.563,0.0285,0.0697,0.000273,0.0732,0.707,130.005,196453,4
Märkää,Petri Nygård,spotify:track:6wPsHct4yJfplE3nA9qvac,6wPsHct4yJfplE3nA9qvac,https://api.spotify.com/v1/tracks/6wPsHct4yJfplE3nA9qvac,0.903,0.864,-3.763,0.0358,0.0212,0.0,0.511,0.961,120.06,251160,6
Selvä päivä - feat. Lord Est,Petri Nygård,spotify:track:107ct6t9kseeQWTyeRgcdO,107ct6t9kseeQWTyeRgcdO,https://api.spotify.com/v1/tracks/107ct6t9kseeQWTyeRgcdO,0.801,0.726,-5.567,0.0443,0.0412,0.0,0.317,0.489,113.98,211560,4
Good Ol' Days,The Script,spotify:track:629MXzH7txguTIePdNXOWY,629MXzH7txguTIePdNXOWY,https://api.spotify.com/v1/tracks/629MXzH7txguTIePdNXOWY,0.549,0.945,-4.351,0.0329,0.031,0.0,0.114,0.565,93.998,263920,4
Home,Dzeko & Torres,spotify:track:12HmJ4Q5ksOGgaqKgZLvdE,12HmJ4Q5ksOGgaqKgZLvdE,https://api.spotify.com/v1/tracks/12HmJ4Q5ksOGgaqKgZLvdE,0.577,0.886,-3.033,0.0666,0.00562,0.0,0.111,0.616,127.957,174335,4
Supersankari,Laura Närhi,spotify:track:3yXMgnyHN4o5bL68RfWRpC,3yXMgnyHN4o5bL68RfWRpC,https://api.spotify.com/v1/tracks/3yXMgnyHN4o5bL68RfWRpC,0.428,0.59,-6.187,0.0404,0.102,3.39e-06,0.108,0.305,120.38,232760,3
Don't Look Down (feat. Usher),Martin Garrix,spotify:track:5M9jOReAKGZ2AttVefFjTY,5M9jOReAKGZ2AttVefFjTY,https://api.spotify.com/v1/tracks/5M9jOReAKGZ2AttVefFjTY,0.575,0.831,-5.972,0.0356,0.00406,0.000449,0.111,0.377,127.991,223140,5
Overtime - Vicetone Remix,Cash Cash,spotify:track:4qwucEZidHAAkcN0BemkoU,4qwucEZidHAAkcN0BemkoU,https://api.spotify.com/v1/tracks/4qwucEZidHAAkcN0BemkoU,0.721,0.887,-3.095,0.166,0.00973,0.00054,0.61,0.678,125.987,357634,6
Unbreakable,Benjamin,spotify:track:5dajiBFiQxyOkmFglyTkvg,5dajiBFiQxyOkmFglyTkvg,https://api.spotify.com/v1/tracks/5dajiBFiQxyOkmFglyTkvg,0.498,0.566,-7.381,0.0304,0.00587,0.0,0.156,0.267,141.872,201122,5
Moon Boots,The Script,spotify:track:1MkiqU0AvKhjOZdL6I7NQS,1MkiqU0AvKhjOZdL6I7NQS,https://api.spotify.com/v1/tracks/1MkiqU0AvKhjOZdL6I7NQS,0.482,0.872,-4.813,0.0469,0.000518,0.0,0.0935,0.532,152.888,250333,5
If You Could See Me Now,The Script,spotify:track:6EzSy7WxNCazx3csu7lxdV,6EzSy7WxNCazx3csu7lxdV,https://api.spotify.com/v1/tracks/6EzSy7WxNCazx3csu7lxdV,0.602,0.758,-6.864,0.0399,0.00569,0.0,0.145,0.368,100.017,219547,3
Everytime - Hi-Bias Radio Remix,Britney Spears,spotify:track:4b8ssS2AaEUIzOCDlH0aOT,4b8ssS2AaEUIzOCDlH0aOT,https://api.spotify.com/v1/tracks/4b8ssS2AaEUIzOCDlH0aOT,0.524,0.902,-4.655,0.0315,0.00994,0.0018,0.094,0.657,128.009,208813,5
Gimme More,Britney Spears,spotify:track:6ic8OlLUNEATToEFU3xmaH,6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH,0.788,0.844,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,4
E.T.,Katy Perry,spotify:track:36ux3YuUsGTWPT8fXclS45,36ux3YuUsGTWPT8fXclS45,https://api.spotify.com/v1/tracks/36ux3YuUsGTWPT8fXclS45,0.62,0.869,-5.252,0.175,0.0181,0.0,0.369,0.76,151.684,229573,6
We R Who We R,Kesha,spotify:track:5jaz6aiRknA63NIYWdbr2O,5jaz6aiRknA63NIYWdbr2O,https://api.spotify.com/v1/tracks/5jaz6aiRknA63NIYWdbr2O,0.739,0.818,-5.062,0.0418,0.008,0.00504,0.164,0.713,119.982,204827,4
The Man Who Never Lied,Maroon 5,spotify:track:6tWkTeLF2WmjTA1cyS2QEp,6tWkTeLF2WmjTA1cyS2QEp,https://api.spotify.com/v1/tracks/6tWkTeLF2WmjTA1cyS2QEp,0.63,0.842,-5.946,0.0355,0.000342,0.0,0.0711,0.826,139.943,205187,4
Che Guevara,Happoradio,spotify:track:5gsQegOEB7admETkL6ckUL,5gsQegOEB7admETkL6ckUL,https://api.spotify.com/v1/tracks/5gsQegOEB7admETkL6ckUL,0.583,0.879,-4.171,0.0367,0.0745,0.0,0.187,0.46,139.943,229760,5
Maps,Maroon 5,spotify:track:7xEMGs0GbdfLwVw0Bn5D9H,7xEMGs0GbdfLwVw0Bn5D9H,https://api.spotify.com/v1/tracks/7xEMGs0GbdfLwVw0Bn5D9H,0.736,0.725,-5.498,0.029,0.0194,0.0,0.081,0.883,119.992,190667,4
Troublemaker (feat. Flo Rida),Olly Murs,spotify:track:4jOtC832PyIXlCVPRElfQu,4jOtC832PyIXlCVPRElfQu,https://api.spotify.com/v1/tracks/4jOtC832PyIXlCVPRElfQu,0.762,0.863,-3.689,0.0565,0.015,0.0,0.125,0.965,106.008,185587,4
Written in the Stars (feat. Eric Turner),Tinie Tempah,spotify:track:5m5TRf7ggoguXtcXQGprN4,5m5TRf7ggoguXtcXQGprN4,https://api.spotify.com/v1/tracks/5m5TRf7ggoguXtcXQGprN4,0.656,0.931,-4.188,0.0981,0.0613,0.0,0.219,0.534,91.881,207653,4
Bring Me To Life,Evanescence,spotify:track:646J2jOtUe4Jflrmh6JFjN,646J2jOtUe4Jflrmh6JFjN,https://api.spotify.com/v1/tracks/646J2jOtUe4Jflrmh6JFjN,0.312,0.946,-3.209,0.107,0.00749,2.93e-06,0.288,0.297,189.892,235893,5
Hung Up,Madonna,spotify:track:70VjMtwhm3Q2HBQeJnPfmh,70VjMtwhm3Q2HBQeJnPfmh,https://api.spotify.com/v1/tracks/70VjMtwhm3Q2HBQeJnPfmh,0.64,0.646,-7.572,0.0497,0.00364,0.165,0.0912,0.415,124.992,336880,3
It's My Life,Bon Jovi,spotify:track:4TmGtGkkmaoXRCvpOwDJoO,4TmGtGkkmaoXRCvpOwDJoO,https://api.spotify.com/v1/tracks/4TmGtGkkmaoXRCvpOwDJoO,0.546,0.931,-3.025,0.0507,0.0295,1.67e-05,0.366,0.527,120.01,224600,6
I Kissed A Girl,Katy Perry,spotify:track:14iN3o8ptQ8cFVZTEmyQRV,14iN3o8ptQ8cFVZTEmyQRV,https://api.spotify.com/v1/tracks/14iN3o8ptQ8cFVZTEmyQRV,0.699,0.76,-3.173,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4
About You Now,Sugababes,spotify:track:1ctdfJSzp6qF2iDAVdDrfl,1ctdfJSzp6qF2iDAVdDrfl,https://api.spotify.com/v1/tracks/1ctdfJSzp6qF2iDAVdDrfl,0.584,0.699,-6.065,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,212400,6
Birds Fly (feat. Mr. Probz),Hardwell,spotify:track:2xScjew1nGldhk7eM2qsCv,2xScjew1nGldhk7eM2qsCv,https://api.spotify.com/v1/tracks/2xScjew1nGldhk7eM2qsCv,0.566,0.675,-4.602,0.0331,0.0611,0.0,0.642,0.11,122.553,207805,6
Yellow House,Softengine,spotify:track:0utQYjH6sVVaqnBQFj4R4J,0utQYjH6sVVaqnBQFj4R4J,https://api.spotify.com/v1/tracks/0utQYjH6sVVaqnBQFj4R4J,0.577,0.845,-6.38,0.0379,0.00692,0.0,0.223,0.345,115.001,213133,3
Platinaa,Janne Ordén,spotify:track:6MDl3PCIz6h6ImkUpqurvE,6MDl3PCIz6h6ImkUpqurvE,https://api.spotify.com/v1/tracks/6MDl3PCIz6h6ImkUpqurvE,0.633,0.695,-6.789,0.146,0.0277,0.0,0.338,0.555,165.244,183040,5
Rude,MAGIC!,spotify:track:6RtPijgfPKROxEzTHNRiDp,6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/tracks/6RtPijgfPKROxEzTHNRiDp,0.773,0.758,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4
Maradona (kesä ´86),Teflon Brothers,spotify:track:7LpqSvZvaRtcUcSKas6dYK,7LpqSvZvaRtcUcSKas6dYK,https://api.spotify.com/v1/tracks/7LpqSvZvaRtcUcSKas6dYK,0.667,0.599,-6.827,0.0486,0.012,0.0,0.12,0.681,120.038,227267,4
Maps,Maroon 5,spotify:track:6chdRBWviHlm7JAtwgflBP,6chdRBWviHlm7JAtwgflBP,https://api.spotify.com/v1/tracks/6chdRBWviHlm7JAtwgflBP,0.743,0.717,-5.521,0.0299,0.0223,0.0,0.0678,0.88,120.025,189840,4
Perjantai 13.,Nikke Ankara,spotify:track:74JdLqtaJtDM6I6p282Ahh,74JdLqtaJtDM6I6p282Ahh,https://api.spotify.com/v1/tracks/74JdLqtaJtDM6I6p282Ahh,0.526,0.84,-4.325,0.195,0.145,0.0,0.13,0.608,79.642,196280,4
S&M Remix,Rihanna,spotify:track:3rqe57UvA8vxlzRuiAx4P5,3rqe57UvA8vxlzRuiAx4P5,https://api.spotify.com/v1/tracks/3rqe57UvA8vxlzRuiAx4P5,0.819,0.796,-3.397,0.0546,0.0609,0.0,0.0647,0.886,127.931,257293,4
Mr. Saxobeat - Radio Edit,Alexandra Stan,spotify:track:7e320tQuzm28o3vpHMSgjz,7e320tQuzm28o3vpHMSgjz,https://api.spotify.com/v1/tracks/7e320tQuzm28o3vpHMSgjz,0.72,0.925,-4.165,0.0511,0.0276,0.000238,0.14,0.781,127.004,195105,4
How to Be a Heartbreaker,MARINA,spotify:track:1RDNH7V9Odx6gOZJ4Siehj,1RDNH7V9Odx6gOZJ4Siehj,https://api.spotify.com/v1/tracks/1RDNH7V9Odx6gOZJ4Siehj,0.69,0.897,-4.696,0.0506,0.0142,0.0,0.108,0.849,140.05,221493,4
We Found Love,Rihanna,spotify:track:14fmbvjYLqRZEXz1VZdM2M,14fmbvjYLqRZEXz1VZdM2M,https://api.spotify.com/v1/tracks/14fmbvjYLqRZEXz1VZdM2M,0.755,0.74,-4.951,0.0407,0.0225,0.00139,0.124,0.609,127.98,215760,4
Heartbeat,Enrique Iglesias,spotify:track:6x2w38zlkGYihidW7BpJ4m,6x2w38zlkGYihidW7BpJ4m,https://api.spotify.com/v1/tracks/6x2w38zlkGYihidW7BpJ4m,0.568,0.892,-3.205,0.101,0.0258,0.0,0.302,0.39,129.997,256080,5
I Like It,Enrique Iglesias,spotify:track:6wo5g4E5BjUMW4qKUo50Mt,6wo5g4E5BjUMW4qKUo50Mt,https://api.spotify.com/v1/tracks/6wo5g4E5BjUMW4qKUo50Mt,0.647,0.943,-2.866,0.0849,0.0202,0.0,0.0607,0.707,129.006,232187,4
She Looks So Perfect,5 Seconds of Summer,spotify:track:0BhZWr9gPZNlVdWWigvYA9,0BhZWr9gPZNlVdWWigvYA9,https://api.spotify.com/v1/tracks/0BhZWr9gPZNlVdWWigvYA9,0.495,0.959,-3.712,0.137,0.000714,0.0,0.36,0.431,159.993,202496,5
Catch My Breath,Kelly Clarkson,spotify:track:7kAYyzVhWr3nSqAC7CUOWK,7kAYyzVhWr3nSqAC7CUOWK,https://api.spotify.com/v1/tracks/7kAYyzVhWr3nSqAC7CUOWK,0.691,0.946,-3.221,0.0678,0.0259,0.0,0.0897,0.517,124.021,251507,4
DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,spotify:track:6YZdkObH88npeKrrkb8Ggf,6YZdkObH88npeKrrkb8Ggf,https://api.spotify.com/v1/tracks/6YZdkObH88npeKrrkb8Ggf,0.716,0.908,-3.254,0.103,0.0858,0.0,0.135,0.869,91.03,199693,4
Into You,Ariana Grande,spotify:track:7yHEDfrJNd0zWOfXwydNH0,7yHEDfrJNd0zWOfXwydNH0,https://api.spotify.com/v1/tracks/7yHEDfrJNd0zWOfXwydNH0,0.636,0.727,-5.852,0.106,0.0161,1.12e-06,0.151,0.358,107.988,244453,3
Middle,DJ Snake,spotify:track:2Fn3coxd0xAZ09JtrgcgHa,2Fn3coxd0xAZ09JtrgcgHa,https://api.spotify.com/v1/tracks/2Fn3coxd0xAZ09JtrgcgHa,0.604,0.745,-4.103,0.0385,0.0161,0.0,0.0542,0.205,104.941,220573,3
You Know You Like It,DJ Snake,spotify:track:1sNSG13fsK6KPKKNIQXXrh,1sNSG13fsK6KPKKNIQXXrh,https://api.spotify.com/v1/tracks/1sNSG13fsK6KPKKNIQXXrh,0.407,0.725,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093,247267,5
Lean On (feat. MØ & DJ Snake),Major Lazer,spotify:track:4WjH9Bzt3kx7z8kl0awxh4,4WjH9Bzt3kx7z8kl0awxh4,https://api.spotify.com/v1/tracks/4WjH9Bzt3kx7z8kl0awxh4,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,6
"Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)",Major Lazer,spotify:track:6dLLEE96JRnX1ngkL77yiA,6dLLEE96JRnX1ngkL77yiA,https://api.spotify.com/v1/tracks/6dLLEE96JRnX1ngkL77yiA,0.704,0.784,-4.463,0.142,0.00283,0.0,0.419,0.656,100.083,186448,6
7/11,Beyoncé,spotify:track:02M6vucOvmRfMxTXDUwRXu,02M6vucOvmRfMxTXDUwRXu,https://api.spotify.com/v1/tracks/02M6vucOvmRfMxTXDUwRXu,0.747,0.705,-5.137,0.126,0.0128,0.0,0.126,0.56,136.024,213507,4
On My Mind,Ellie Goulding,spotify:track:4nS1sut0R2mgmFitKIShVe,4nS1sut0R2mgmFitKIShVe,https://api.spotify.com/v1/tracks/4nS1sut0R2mgmFitKIShVe,0.702,0.705,-6.665,0.0543,0.258,5.93e-06,0.0879,0.743,154.909,213445,4
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,spotify:track:5b2bu6yyATC1zMXDGScJ2d,5b2bu6yyATC1zMXDGScJ2d,https://api.spotify.com/v1/tracks/5b2bu6yyATC1zMXDGScJ2d,0.596,0.73,-4.091,0.151,0.24,0.0,0.325,0.525,85.979,192560,6
Poker Face,Lady Gaga,spotify:track:3OT3Kg4jyVkdZm4Ncz6JgX,3OT3Kg4jyVkdZm4Ncz6JgX,https://api.spotify.com/v1/tracks/3OT3Kg4jyVkdZm4Ncz6JgX,0.848,0.828,-4.557,0.0714,0.136,1.35e-06,0.114,0.794,119.0,237213,4
Stronger,Kanye West,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,6C7RJEIUDqKkJRZVWdkfkH,https://api.spotify.com/v1/tracks/6C7RJEIUDqKkJRZVWdkfkH,0.625,0.726,-7.731,0.155,0.00728,0.0,0.318,0.483,103.98,311867,3
Tacatà - Radio Edit,Tacabro,spotify:track:62pIfDe2RdhUfYmRWdo9ZJ,62pIfDe2RdhUfYmRWdo9ZJ,https://api.spotify.com/v1/tracks/62pIfDe2RdhUfYmRWdo9ZJ,0.812,0.857,-6.034,0.103,0.0083,0.0,0.354,0.651,126.951,210000,6
Payphone - Cutmore Remix,Maroon 5,spotify:track:5bGHlQpI8SiH2BCpwrJf0e,5bGHlQpI8SiH2BCpwrJf0e,https://api.spotify.com/v1/tracks/5bGHlQpI8SiH2BCpwrJf0e,0.566,0.903,-4.622,0.139,0.000837,0.0,0.209,0.551,128.098,191640,5
"Back in Time - featured in ""Men In Black 3""",Pitbull,spotify:track:2U2ONBrf1HJCDxQlynpD6J,2U2ONBrf1HJCDxQlynpD6J,https://api.spotify.com/v1/tracks/2U2ONBrf1HJCDxQlynpD6J,0.731,0.915,-4.453,0.043,0.00191,1.16e-06,0.324,0.789,127.086,205680,4
Back 2 Life (Live It Up) (feat. T.I.),Sean Kingston,spotify:track:39IwhUzRgupGFdmlgrj7uG,39IwhUzRgupGFdmlgrj7uG,https://api.spotify.com/v1/tracks/39IwhUzRgupGFdmlgrj7uG,0.646,0.844,-4.569,0.0455,0.0537,0.0,0.164,0.101,97.915,203013,3
Anywhere in the World - Radio Edit,Mark Ronson,spotify:track:6uqAo0E8nK5jlqKnbTynDa,6uqAo0E8nK5jlqKnbTynDa,https://api.spotify.com/v1/tracks/6uqAo0E8nK5jlqKnbTynDa,0.63,0.772,-6.088,0.0525,0.00235,0.0,0.353,0.374,119.984,233360,6
Marilyn Monroe,Nicki Minaj,spotify:track:55hYV5XPhnUtpRbzMYqzJG,55hYV5XPhnUtpRbzMYqzJG,https://api.spotify.com/v1/tracks/55hYV5XPhnUtpRbzMYqzJG,0.524,0.932,-3.538,0.0475,0.311,0.0,0.354,0.481,172.149,196427,5
TTYLXOX,Bella Thorne,spotify:track:1nIDYHvLaZnD5lEf66SH80,1nIDYHvLaZnD5lEf66SH80,https://api.spotify.com/v1/tracks/1nIDYHvLaZnD5lEf66SH80,0.819,0.683,-6.144,0.156,0.00291,0.122,0.254,0.671,112.007,154773,2
As Long As You Love Me,Justin Bieber,spotify:track:4rvtlpAeDuOn4baUJPCEhy,4rvtlpAeDuOn4baUJPCEhy,https://api.spotify.com/v1/tracks/4rvtlpAeDuOn4baUJPCEhy,0.579,0.871,-3.385,0.109,0.0679,0.0,0.353,0.601,139.841,229467,6
Ready For Love,Cascada,spotify:track:2YcjOmuHNUiwYjjQMdAKzB,2YcjOmuHNUiwYjjQMdAKzB,https://api.spotify.com/v1/tracks/2YcjOmuHNUiwYjjQMdAKzB,0.667,0.994,-5.527,0.0521,0.00301,4.57e-05,0.094,0.787,142.016,204995,4
Summer of Love,Cascada,spotify:track:7i0Ygv8i2z8wyQasGQWE3O,7i0Ygv8i2z8wyQasGQWE3O,https://api.spotify.com/v1/tracks/7i0Ygv8i2z8wyQasGQWE3O,0.56,0.731,-5.727,0.0481,0.00311,1.79e-05,0.201,0.519,127.962,215733,5
Don't Wake Me Up,Chris Brown,spotify:track:50ZWOpzh5i1Y6aBlstiflU,50ZWOpzh5i1Y6aBlstiflU,https://api.spotify.com/v1/tracks/50ZWOpzh5i1Y6aBlstiflU,0.601,0.691,-5.223,0.0474,0.0563,0.0,0.146,0.223,127.995,222293,3
Sick Of You,Selena Gomez & The Scene,spotify:track:548e8kJ1vpf8SZnWTOVS2X,548e8kJ1vpf8SZnWTOVS2X,https://api.spotify.com/v1/tracks/548e8kJ1vpf8SZnWTOVS2X,0.544,0.78,-3.811,0.064,0.0161,0.0,0.0351,0.466,147.958,203307,5
Best Thing I Never Had,Beyoncé,spotify:track:5OrX4PR74Ttezdj5soO1BV,5OrX4PR74Ttezdj5soO1BV,https://api.spotify.com/v1/tracks/5OrX4PR74Ttezdj5soO1BV,0.545,0.649,-4.062,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,253747,3
This Is Love,will.i.am,spotify:track:0KaU5T2268e0B1tKSVsiah,0KaU5T2268e0B1tKSVsiah,https://api.spotify.com/v1/tracks/0KaU5T2268e0B1tKSVsiah,0.54,0.809,-3.397,0.0445,0.0043,0.0,0.142,0.257,129.01,279027,5
#thatPOWER,will.i.am,spotify:track:4DQHskgY5OOkwn9xavjv1g,4DQHskgY5OOkwn9xavjv1g,https://api.spotify.com/v1/tracks/4DQHskgY5OOkwn9xavjv1g,0.794,0.603,-6.127,0.0615,0.00158,9.5e-05,0.0773,0.402,127.997,279507,3
Without You (feat. Usher),David Guetta,spotify:track:3UN6cIn3VIyg0z1LCuFSum,3UN6cIn3VIyg0z1LCuFSum,https://api.spotify.com/v1/tracks/3UN6cIn3VIyg0z1LCuFSum,0.608,0.614,-3.727,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133,3
Kill Em With Kindness,Selena Gomez,spotify:track:7KxhSJOYiqCDclXDBNlFSZ,7KxhSJOYiqCDclXDBNlFSZ,https://api.spotify.com/v1/tracks/7KxhSJOYiqCDclXDBNlFSZ,0.757,0.884,-5.488,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907,4
The Girl (feat. Cozi Zuehlsdorff),Hellberg,spotify:track:2TsMgZTaacXikcOAEezzyk,2TsMgZTaacXikcOAEezzyk,https://api.spotify.com/v1/tracks/2TsMgZTaacXikcOAEezzyk,0.49,0.72,-3.797,0.0351,0.0691,0.0,0.121,0.428,125.993,265660,5
Propaganda,DJ Snake,spotify:track:0HstjVSwNBbX81tRkuORFP,0HstjVSwNBbX81tRkuORFP,https://api.spotify.com/v1/tracks/0HstjVSwNBbX81tRkuORFP,0.672,0.949,-3.016,0.0942,0.0024,0.543,0.64,0.235,150.109,249613,1
I Know What You Did Last Summer,Shawn Mendes,spotify:track:7crplFzt7spG80NCbpmuCp,7crplFzt7spG80NCbpmuCp,https://api.spotify.com/v1/tracks/7crplFzt7spG80NCbpmuCp,0.657,0.769,-4.591,0.115,0.123,0.0,0.245,0.712,113.966,223827,4
